feature_name,group
"LABETALOL HCL_quantity_value_(120.0, 450.0]",359
"LACTULOSE_quantity_value_(4.999, 120.0]",360
"LACTULOSE_quantity_value_(120.0, 454.6]",360
"LACTULOSE_quantity_value_(454.6, 473.0]",360
"LACTULOSE_quantity_value_(473.0, 946.0]",360
"LACTULOSE_quantity_value_(946.0, 5400.0]",360
"LAMOTRIGINE_amount_value_(4.999, 198.0]",361
"LAMOTRIGINE_amount_value_(198.0, 1322.25]",361
"LAMOTRIGINE_amount_value_(1322.25, 7800.0]",361
"LAMOTRIGINE_amount_value_(7800.0, 18602.112]",361
"LAMOTRIGINE_amount_value_(18602.112, 72180.0]",361
"LAMOTRIGINE_quantity_value_(13.999, 30.0]",362
"LAMOTRIGINE_quantity_value_(30.0, 50.0]",362
"LAMOTRIGINE_quantity_value_(50.0, 60.0]",362
"LAMOTRIGINE_quantity_value_(60.0, 90.0]",362
"LAMOTRIGINE_quantity_value_(90.0, 450.0]",362
"LANCETS_quantity_value_(0.999, 100.0]",363
"LANCETS_quantity_value_(100.0, 102.0]",363
"LANCETS_quantity_value_(102.0, 1000.0]",363
"LANSOPRAZOLE_amount_value_(29.999, 420.0]",364
"LANSOPRAZOLE_amount_value_(420.0, 3360.0]",364
"LANSOPRAZOLE_quantity_value_(-0.001, 30.0]",365
"LANSOPRAZOLE_quantity_value_(30.0, 60.0]",365
"LANSOPRAZOLE_quantity_value_(60.0, 180.0]",365
"LATANOPROST_amount_value_(-0.001, 0.000125]",366
"LATANOPROST_amount_value_(0.000125, 0.795]",366
"LATANOPROST_amount_value_(0.795, 600.0]",366
"LATANOPROST_amount_value_(600.0, 3000.0]",366
"LATANOPROST_amount_value_(3000.0, 1680000000.0]",366
"LATANOPROST_quantity_value_(2.499, 7.5]",367
"LETROZOLE_quantity_value_(0.999, 10.0]",368
"LETROZOLE_quantity_value_(10.0, 30.0]",368
"LETROZOLE_quantity_value_(30.0, 90.0]",368
"LETROZOLE_quantity_value_(90.0, 120.0]",368
"LEVALBUTEROL TARTRATE_quantity_value_(14.999, 90.0]",369
"LEVETIRACETAM_quantity_value_(17.999, 60.0]",370
"LEVETIRACETAM_quantity_value_(60.0, 90.0]",370
"LEVETIRACETAM_quantity_value_(90.0, 180.0]",370
"LEVETIRACETAM_quantity_value_(180.0, 900.0]",370
"LEVOCETIRIZINE DIHYDROCHLORIDE_quantity_value_(4.999, 30.0]",371
"LEVOCETIRIZINE DIHYDROCHLORIDE_quantity_value_(30.0, 360.0]",371
"LEVOFLOXACIN_amount_value_(0.024, 0.075]",372
"LEVOFLOXACIN_amount_value_(0.075, 300.0]",372
"LEVOFLOXACIN_amount_value_(300.0, 1200.0]",372
"LEVOFLOXACIN_amount_value_(1200.0, 10500.0]",372
"LEVOFLOXACIN_quantity_value_(0.999, 7.0]",373
"LEVOFLOXACIN_quantity_value_(7.0, 10.0]",373
"LEVOFLOXACIN_quantity_value_(10.0, 200.0]",373
"LEVONORGESTEREL_amount_value_(9.099, 13.65]",374
"LEVONORGESTEREL_amount_value_(13.65, 27.3]",374
"LEVONORGESTREL-ETH ESTRADIOL_quantity_value_(27.999, 84.0]",375
"LEVONORGESTREL-ETH ESTRADIOL_quantity_value_(84.0, 91.0]",375
"LEVONORGESTREL-ETH ESTRADIOL_quantity_value_(91.0, 182.0]",375
"LEVONORGESTREL-ETH ESTRA_quantity_value_(2.999, 28.0]",376
"LEVONORGESTREL-ETH ESTRA_quantity_value_(28.0, 84.0]",376
"LEVONORGESTREL-ETH ESTRA_quantity_value_(84.0, 91.0]",376
"LEVONORGESTREL-ETH ESTRA_quantity_value_(91.0, 112.0]",376
"LEVONORGESTREL_amount_value_(0.299, 2.8]",377
"LEVONORGESTREL_amount_value_(2.8, 4.2]",377
"LEVONORGESTREL_amount_value_(4.2, 8.4]",377
"LEVONORGESTREL_amount_value_(8.4, 13.65]",377
"LEVONORGESTREL_amount_value_(13.65, 27.3]",377
"LEVOTHYROXINE SODIUM_amount_value_(7.499, 30.0]",378
"LEVOTHYROXINE SODIUM_amount_value_(30.0, 84.0]",378
"LEVOTHYROXINE SODIUM_amount_value_(84.0, 6000.0]",378
"LEVOTHYROXINE SODIUM_quantity_value_(-0.001, 30.0]",379
"LEVOTHYROXINE SODIUM_quantity_value_(30.0, 90.0]",379
"LEVOTHYROXINE SODIUM_quantity_value_(90.0, 300.0]",379
"LIDOCAINE HCL_amount_value_(-0.001, 1.77]",380
"LIDOCAINE HCL_amount_value_(1.77, 3.6]",380
"LIDOCAINE HCL_amount_value_(3.6, 588.0]",380
"LIDOCAINE HCL_amount_value_(588.0, 2400.0]",380
"LIDOCAINE HCL_amount_value_(2400.0, 1680000700.6]",380
"LIDOCAINE HCL_quantity_value_(9.999, 30.0]",381
"LIDOCAINE HCL_quantity_value_(30.0, 70.88]",381
"LIDOCAINE HCL_quantity_value_(70.88, 100.0]",381
"LIDOCAINE HCL_quantity_value_(100.0, 175.0]",381
"LIDOCAINE HCL_quantity_value_(175.0, 960.0]",381
"LIDOCAINE/PRILOCAINE_quantity_value_(0.999, 30.0]",382
"LIDOCAINE/PRILOCAINE_quantity_value_(30.0, 90.0]",382
"LIDOCAINE_amount_value_(-0.001, 0.75]",383
"LIDOCAINE_amount_value_(0.75, 1.5]",383
"LIDOCAINE_amount_value_(1.5, 150.0]",383
"LIDOCAINE_amount_value_(150.0, 1800.0]",383
"LIDOCAINE_amount_value_(1800.0, 1680000000.0]",383
"LIDOCAINE_quantity_value_(0.999, 30.0]",384
"LIDOCAINE_quantity_value_(30.0, 35.44]",384
"LIDOCAINE_quantity_value_(35.44, 270.0]",384
"LIOTHYRONINE SODIUM_amount_value_(1.499, 30.0]",385
"LIOTHYRONINE SODIUM_amount_value_(30.0, 75.0]",385
"LIOTHYRONINE SODIUM_amount_value_(75.0, 900.0]",385
"LIOTHYRONINE SODIUM_amount_value_(900.0, 3000.0]",385
"LIOTHYRONINE SODIUM_amount_value_(3000.0, 150000000060.0]",385
"LIOTHYRONINE SODIUM_quantity_value_(1.999, 30.0]",386
"LIOTHYRONINE SODIUM_quantity_value_(30.0, 60.0]",386
"LIOTHYRONINE SODIUM_quantity_value_(60.0, 90.0]",386
"LIOTHYRONINE SODIUM_quantity_value_(90.0, 450.0]",386
"LIRAGLUTIDE_quantity_value_(2.999, 6.0]",387
"LIRAGLUTIDE_quantity_value_(6.0, 9.0]",387
"LIRAGLUTIDE_quantity_value_(9.0, 27.0]",387
"LISDEXAMFETAMINE DIMESYLATE_quantity_value_(3.999, 30.0]",388
"LISDEXAMFETAMINE DIMESYLATE_quantity_value_(30.0, 270.0]",388
"LISINOPRIL/HYDROCHLOROTHIAZIDE_quantity_value_(6.999, 30.0]",389
"LISINOPRIL/HYDROCHLOROTHIAZIDE_quantity_value_(30.0, 90.0]",389
"LISINOPRIL/HYDROCHLOROTHIAZIDE_quantity_value_(90.0, 360.0]",389
"LISINOPRIL_amount_value_(139.999, 300.0]",390
"LISINOPRIL_amount_value_(300.0, 600.0]",390
"LISINOPRIL_amount_value_(600.0, 1200.0]",390
"LISINOPRIL_amount_value_(1200.0, 7200.0]",390
"LISINOPRIL_quantity_value_(2.999, 30.0]",391
"LISINOPRIL_quantity_value_(30.0, 90.0]",391
"LISINOPRIL_quantity_value_(90.0, 540.0]",391
"LITHIUM CARBONATE_quantity_value_(6.999, 60.0]",392
"LITHIUM CARBONATE_quantity_value_(60.0, 90.0]",392
"LITHIUM CARBONATE_quantity_value_(90.0, 120.0]",392
"LITHIUM CARBONATE_quantity_value_(120.0, 810.0]",392
"LORAZEPAM_quantity_value_(0.999, 15.0]",393
"LORAZEPAM_quantity_value_(15.0, 30.0]",393
"LORAZEPAM_quantity_value_(30.0, 60.0]",393
"LORAZEPAM_quantity_value_(60.0, 540.0]",393
"LOSARTAN POTASSIUM_quantity_value_(0.999, 30.0]",394
"LOSARTAN POTASSIUM_quantity_value_(30.0, 90.0]",394
"LOSARTAN POTASSIUM_quantity_value_(90.0, 200.0]",394
"LOSARTAN/HYDROCHLOROTHIAZIDE_quantity_value_(2.999, 30.0]",395
"LOSARTAN/HYDROCHLOROTHIAZIDE_quantity_value_(30.0, 90.0]",395
"LOSARTAN/HYDROCHLOROTHIAZIDE_quantity_value_(90.0, 200.0]",395
"LOSARTAN_amount_value_(249.999, 1500.0]",396
"LOSARTAN_amount_value_(1500.0, 3000.0]",396
"LOSARTAN_amount_value_(3000.0, 4500.0]",396
"LOSARTAN_amount_value_(4500.0, 18000.0]",396
"LOTEPREDNOL ETABONATE_amount_value_(-0.001, 0.025]",397
"LOTEPREDNOL ETABONATE_amount_value_(0.025, 0.075]",397
"LOTEPREDNOL ETABONATE_amount_value_(0.075, 300.0]",397
"LOTEPREDNOL ETABONATE_amount_value_(300.0, 2700.0]",397
"LOTEPREDNOL ETABONATE_amount_value_(2700.0, 1680000020.0]",397
"LOTEPREDNOL ETABONATE_quantity_value_(2.499, 5.0]",398
"LOTEPREDNOL ETABONATE_quantity_value_(5.0, 10.0]",398
"LOTEPREDNOL ETABONATE_quantity_value_(10.0, 60.0]",398
"LOVASTATIN_quantity_value_(6.999, 30.0]",399
"LOVASTATIN_quantity_value_(30.0, 90.0]",399
"LOVASTATIN_quantity_value_(90.0, 300.0]",399
"LUBIPROSTONE_quantity_value_(13.999, 60.0]",400
"LUBIPROSTONE_quantity_value_(60.0, 270.0]",400
"M-PROGEST ACET_amount_value_(-0.001, 42.0]",401
"M-PROGEST ACET_amount_value_(42.0, 72.4]",401
"M-PROGEST ACET_amount_value_(72.4, 300.0]",401
"M-PROGEST ACET_amount_value_(300.0, 2000.0]",401
"M-PROGEST ACET_amount_value_(2000.0, 16800000000.0]",401
"ME-TESTOSTERONE_amount_value_(-0.001, 37.5]",402
"ME-TESTOSTERONE_amount_value_(37.5, 75.0]",402
"ME-TESTOSTERONE_amount_value_(75.0, 225.0]",402
"ME-TESTOSTERONE_amount_value_(225.0, 2669.0]",402
"ME-TESTOSTERONE_amount_value_(2669.0, 135112.5]",402
"MECLIZINE HCL_quantity_value_(9.999, 24.6]",403
"MECLIZINE HCL_quantity_value_(24.6, 30.0]",403
"MECLIZINE HCL_quantity_value_(30.0, 60.0]",403
"MECLIZINE HCL_quantity_value_(60.0, 200.0]",403
"MEDROXYPROGESTERONE ACETATE_quantity_value_(0.649, 1.0]",404
"MEDROXYPROGESTERONE ACETATE_quantity_value_(1.0, 10.0]",404
"MEDROXYPROGESTERONE ACETATE_quantity_value_(10.0, 30.0]",404
"MEDROXYPROGESTERONE ACETATE_quantity_value_(30.0, 120.0]",404
"MEDROXYPROGESTERONE ACET_quantity_value_(0.649, 5.0]",405
"MEDROXYPROGESTERONE ACET_quantity_value_(5.0, 10.0]",405
"MEDROXYPROGESTERONE ACET_quantity_value_(10.0, 14.0]",405
"MEDROXYPROGESTERONE ACET_quantity_value_(14.0, 30.0]",405
"MEDROXYPROGESTERONE ACET_quantity_value_(30.0, 180.0]",405
"MEFENAMIC ACID_quantity_value_(1.999, 24.4]",406
"MEFENAMIC ACID_quantity_value_(24.4, 30.0]",406
"MEFENAMIC ACID_quantity_value_(30.0, 360.0]",406
"MEGESTROL ACETATE_quantity_value_(4.999, 28.0]",407
"MEGESTROL ACETATE_quantity_value_(28.0, 30.0]",407
"MEGESTROL ACETATE_quantity_value_(30.0, 57.6]",407
"MEGESTROL ACETATE_quantity_value_(57.6, 60.0]",407
"MEGESTROL ACETATE_quantity_value_(60.0, 600.0]",407
MELOXICAM_amount_value_240.0,408
"MELOXICAM_quantity_value_(6.999, 30.0]",409
"MELOXICAM_quantity_value_(30.0, 360.0]",409
"MESALAMINE_quantity_value_(6.999, 60.0]",410
"MESALAMINE_quantity_value_(60.0, 120.0]",410
"MESALAMINE_quantity_value_(120.0, 180.0]",410
"MESALAMINE_quantity_value_(180.0, 360.0]",410
"MESALAMINE_quantity_value_(360.0, 5460.0]",410
"METAXALONE_quantity_value_(1.999, 30.0]",411
"METAXALONE_quantity_value_(30.0, 40.0]",411
"METAXALONE_quantity_value_(40.0, 60.0]",411
"METAXALONE_quantity_value_(60.0, 360.0]",411
"METFORMIN HCL_amount_value_(-0.001, 303.75]",412
"METFORMIN HCL_amount_value_(303.75, 2400.0]",412
"METFORMIN HCL_amount_value_(2400.0, 21000.0]",412
"METFORMIN HCL_amount_value_(21000.0, 60000.0]",412
"METFORMIN HCL_amount_value_(60000.0, 4335000.0]",412
"METFORMIN HCL_quantity_value_(14.999, 60.0]",413
"METFORMIN HCL_quantity_value_(60.0, 90.0]",413
"METFORMIN HCL_quantity_value_(90.0, 180.0]",413
"METFORMIN HCL_quantity_value_(180.0, 900.0]",413
METHIMAZOLE_amount_value_60.0,414
"METHIMAZOLE_quantity_value_(4.999, 30.0]",415
"METHIMAZOLE_quantity_value_(30.0, 45.0]",415
"METHIMAZOLE_quantity_value_(45.0, 60.0]",415
"METHIMAZOLE_quantity_value_(60.0, 90.0]",415
"METHIMAZOLE_quantity_value_(90.0, 360.0]",415
"METHOCARBAMOL_quantity_value_(5.999, 30.0]",416
"METHOCARBAMOL_quantity_value_(30.0, 45.0]",416
"METHOCARBAMOL_quantity_value_(45.0, 60.0]",416
"METHOCARBAMOL_quantity_value_(60.0, 540.0]",416
"METHOTREXATE SODIUM_quantity_value_(2.999, 16.0]",417
"METHOTREXATE SODIUM_quantity_value_(16.0, 24.0]",417
"METHOTREXATE SODIUM_quantity_value_(24.0, 32.0]",417
"METHOTREXATE SODIUM_quantity_value_(32.0, 40.0]",417
"METHOTREXATE SODIUM_quantity_value_(40.0, 130.0]",417
"METHYLPHENIDATE HCL_quantity_value_(6.999, 30.0]",418
"METHYLPHENIDATE HCL_quantity_value_(30.0, 60.0]",418
"METHYLPHENIDATE HCL_quantity_value_(60.0, 90.0]",418
"METHYLPHENIDATE HCL_quantity_value_(90.0, 720.0]",418
"METHYLPREDNISOLONE_quantity_value_(0.999, 21.0]",419
"METHYLPREDNISOLONE_quantity_value_(21.0, 360.0]",419
"METOCLOPRAMIDE HCL_quantity_value_(-0.001, 2.0]",420
"METOCLOPRAMIDE HCL_quantity_value_(2.0, 25.0]",420
"METOCLOPRAMIDE HCL_quantity_value_(25.0, 45.0]",420
"METOCLOPRAMIDE HCL_quantity_value_(45.0, 90.0]",420
"METOCLOPRAMIDE HCL_quantity_value_(90.0, 1200.0]",420
"METOPROLOL SUCCINATE_quantity_value_(0.999, 30.0]",421
"METOPROLOL SUCCINATE_quantity_value_(30.0, 90.0]",421
"METOPROLOL SUCCINATE_quantity_value_(90.0, 540.0]",421
METOPROLOL TARTRATE_amount_value_20.0,422
"METOPROLOL TARTRATE_quantity_value_(0.999, 30.0]",423
"METOPROLOL TARTRATE_quantity_value_(30.0, 60.0]",423
"METOPROLOL TARTRATE_quantity_value_(60.0, 90.0]",423
"METOPROLOL TARTRATE_quantity_value_(90.0, 600.0]",423
"METRONIDAZOLE_amount_value_(-0.001, 0.525]",424
"METRONIDAZOLE_amount_value_(0.525, 167.2]",424
"METRONIDAZOLE_amount_value_(167.2, 2000.0]",424
"METRONIDAZOLE_amount_value_(2000.0, 1680006000.0]",424
"METRONIDAZOLE_quantity_value_(-0.001, 14.0]",425
"METRONIDAZOLE_quantity_value_(14.0, 20.0]",425
"METRONIDAZOLE_quantity_value_(20.0, 30.0]",425
"METRONIDAZOLE_quantity_value_(30.0, 60.0]",425
"METRONIDAZOLE_quantity_value_(60.0, 238.0]",425
"MINOCYCLINE HCL_quantity_value_(6.999, 30.0]",426
"MINOCYCLINE HCL_quantity_value_(30.0, 60.0]",426
"MINOCYCLINE HCL_quantity_value_(60.0, 180.0]",426
"MIRTAZAPINE_quantity_value_(6.999, 30.0]",427
"MIRTAZAPINE_quantity_value_(30.0, 300.0]",427
"MISOPROSTOL_amount_value_(-0.001, 303.75]",428
"MISOPROSTOL_amount_value_(303.75, 1800.0]",428
"MISOPROSTOL_amount_value_(1800.0, 9013.5]",428
"MISOPROSTOL_amount_value_(9013.5, 12500.0]",428
"MISOPROSTOL_amount_value_(12500.0, 290000.0]",428
"MISOPROSTOL_quantity_value_(0.999, 2.0]",429
"MISOPROSTOL_quantity_value_(2.0, 4.0]",429
"MISOPROSTOL_quantity_value_(4.0, 240.0]",429
"MODAFINIL_quantity_value_(14.999, 30.0]",430
"MODAFINIL_quantity_value_(30.0, 31.0]",430
"MODAFINIL_quantity_value_(31.0, 80.8]",430
"MODAFINIL_quantity_value_(80.8, 186.0]",430
"MOMETASONE FUROATE_amount_value_(-0.001, 0.03]",431
"MOMETASONE FUROATE_amount_value_(0.03, 0.06]",431
"MOMETASONE FUROATE_amount_value_(0.06, 400.0]",431
"MOMETASONE FUROATE_amount_value_(400.0, 3000.0]",431
"MOMETASONE FUROATE_amount_value_(3000.0, 1680018000.0]",431
"MOMETASONE FUROATE_quantity_value_(0.099, 17.0]",432
"MOMETASONE FUROATE_quantity_value_(17.0, 270.0]",432
"MONTELUKAST SODIUM_quantity_value_(-0.001, 30.0]",433
"MONTELUKAST SODIUM_quantity_value_(30.0, 90.0]",433
"MONTELUKAST SODIUM_quantity_value_(90.0, 180.0]",433
"MOXIFLOXACIN HCL_amount_value_(-0.001, 0.015]",434
"MOXIFLOXACIN HCL_amount_value_(0.015, 150.0]",434
"MOXIFLOXACIN HCL_amount_value_(150.0, 1500.0]",434
"MOXIFLOXACIN HCL_amount_value_(1500.0, 1680000000.0]",434
"MOXIFLOXACIN HCL_quantity_value_(0.999, 3.0]",435
"MOXIFLOXACIN HCL_quantity_value_(3.0, 5.0]",435
"MOXIFLOXACIN HCL_quantity_value_(5.0, 10.0]",435
"MOXIFLOXACIN HCL_quantity_value_(10.0, 70.0]",435
"MUPIROCIN CALCIUM_amount_value_(-0.001, 0.3]",436
"MUPIROCIN CALCIUM_amount_value_(0.3, 0.6]",436
"MUPIROCIN CALCIUM_amount_value_(0.6, 60.0]",436
"MUPIROCIN CALCIUM_amount_value_(60.0, 1500.459]",436
"MUPIROCIN CALCIUM_amount_value_(1500.459, 1680000000.0]",436
"MUPIROCIN CALCIUM_quantity_value_(0.999, 14.4]",437
"MUPIROCIN CALCIUM_quantity_value_(14.4, 15.0]",437
"MUPIROCIN CALCIUM_quantity_value_(15.0, 30.0]",437
"MUPIROCIN CALCIUM_quantity_value_(30.0, 90.0]",437
"MUPIROCIN_amount_value_(-0.001, 0.44]",438
"MUPIROCIN_amount_value_(0.44, 150.0]",438
"MUPIROCIN_amount_value_(150.0, 1644.0]",438
"MUPIROCIN_amount_value_(1644.0, 1680001240.0]",438
"MUPIROCIN_quantity_value_(4.7989999999999995, 22.0]",439
"MUPIROCIN_quantity_value_(22.0, 396.0]",439
"NA SULF,BICARB,CL/KCL_amount_value_(-0.001, 600.0]",440
"NA SULF,BICARB,CL/KCL_amount_value_(600.0, 3500.0]",440
"NA SULF,BICARB,CL/KCL_amount_value_(3500.0, 456000.0]",440
"NA SULF,BICARB,CL/KCL_amount_value_(456000.0, 90960000.0]",440
"NA SULF,BICARB,CL/KCL_amount_value_(90960000.0, 1680000000.0]",440
"NABUMETONE_quantity_value_(5.999, 30.0]",441
"NABUMETONE_quantity_value_(30.0, 60.0]",441
"NABUMETONE_quantity_value_(60.0, 360.0]",441
"NADOLOL_quantity_value_(1.999, 30.0]",442
"NADOLOL_quantity_value_(30.0, 90.0]",442
"NADOLOL_quantity_value_(90.0, 360.0]",442
"NAFTIFINE HCL_amount_value_(-0.001, 0.6]",443
"NAFTIFINE HCL_amount_value_(0.6, 0.9]",443
"NAFTIFINE HCL_amount_value_(0.9, 150.0]",443
"NAFTIFINE HCL_amount_value_(150.0, 1500.0]",443
"NAFTIFINE HCL_amount_value_(1500.0, 1680000000.0]",443
"NAFTIFINE HCL_quantity_value_(14.999, 40.0]",444
"NAFTIFINE HCL_quantity_value_(40.0, 45.0]",444
"NAFTIFINE HCL_quantity_value_(45.0, 60.0]",444
"NAFTIFINE HCL_quantity_value_(60.0, 90.0]",444
"NAFTIFINE HCL_quantity_value_(90.0, 270.0]",444
"NAPHOS M-B M-H/NA PHOS,DI-BA_quantity_value_(7.999, 32.0]",445
"NAPHOS M-B M-H/NA PHOS,DI-BA_quantity_value_(32.0, 64.0]",445
NAPROXEN SODIUM_amount_value_1545.0,446
"NAPROXEN SODIUM_quantity_value_(0.999, 20.0]",447
"NAPROXEN SODIUM_quantity_value_(20.0, 30.0]",447
"NAPROXEN SODIUM_quantity_value_(30.0, 60.0]",447
"NAPROXEN SODIUM_quantity_value_(60.0, 270.0]",447
"NAPROXEN_quantity_value_(1.999, 30.0]",448
"NAPROXEN_quantity_value_(30.0, 40.0]",448
"NAPROXEN_quantity_value_(40.0, 60.0]",448
"NAPROXEN_quantity_value_(60.0, 1200.0]",448
"NEBIVOLOL HCL_quantity_value_(2.999, 30.0]",449
"NEBIVOLOL HCL_quantity_value_(30.0, 90.0]",449
"NEBIVOLOL HCL_quantity_value_(90.0, 360.0]",449
"NEEDLES, INSULIN DISPOSABLE_quantity_value_(24.999, 100.0]",450
"NEEDLES, INSULIN DISPOSABLE_quantity_value_(100.0, 150.0]",450
"NEEDLES, INSULIN DISPOSABLE_quantity_value_(150.0, 1200.0]",450
"NEO/POLYMYX B SULF/DEXAMETH_amount_value_(-0.001, 0.005]",451
"NEO/POLYMYX B SULF/DEXAMETH_amount_value_(0.005, 250.0]",451
"NEO/POLYMYX B SULF/DEXAMETH_amount_value_(250.0, 1800.0]",451
"NEO/POLYMYX B SULF/DEXAMETH_amount_value_(1800.0, 1680000000.0]",451
"NEO/POLYMYX B SULF/DEXAMETH_quantity_value_(3.499, 5.0]",452
"NEO/POLYMYX B SULF/DEXAMETH_quantity_value_(5.0, 10.0]",452
"NEOMY SULF/POLYMYX B SULF/HC_amount_value_(-0.001, 0.01]",453
"NEOMY SULF/POLYMYX B SULF/HC_amount_value_(0.01, 0.8]",453
"NEOMY SULF/POLYMYX B SULF/HC_amount_value_(0.8, 480.0]",453
"NEOMY SULF/POLYMYX B SULF/HC_amount_value_(480.0, 3000.0]",453
"NEOMY SULF/POLYMYX B SULF/HC_amount_value_(3000.0, 1680001800.0]",453
"NEOMY SULF/POLYMYX B SULF/HC_quantity_value_(7.499, 10.0]",454
"NEOMY SULF/POLYMYX B SULF/HC_quantity_value_(10.0, 30.0]",454
"NEOMYCIN SULFATE_quantity_value_(0.999, 4.0]",455
"NEOMYCIN SULFATE_quantity_value_(4.0, 6.0]",455
"NEOMYCIN SULFATE_quantity_value_(6.0, 50.0]",455
"NEOMYCIN/POLYMYXIN B SULF/HC_amount_value_(-0.001, 0.01]",456
"NEOMYCIN/POLYMYXIN B SULF/HC_amount_value_(0.01, 2.25]",456
"NEOMYCIN/POLYMYXIN B SULF/HC_amount_value_(2.25, 600.0]",456
"NEOMYCIN/POLYMYXIN B SULF/HC_amount_value_(600.0, 2000.0]",456
"NEOMYCIN/POLYMYXIN B SULF/HC_amount_value_(2000.0, 1680000000.0]",456
"NEOMYCIN/POLYMYXIN B SULF/HC_quantity_value_(7.499, 10.0]",457
"NEOMYCIN/POLYMYXIN B SULF/HC_quantity_value_(10.0, 30.0]",457
"NIACIN/SIMVASTATIN_quantity_value_(14.999, 30.0]",458
"NIACIN/SIMVASTATIN_quantity_value_(30.0, 60.0]",458
"NIACIN/SIMVASTATIN_quantity_value_(60.0, 180.0]",458
"NIACIN_amount_value_(14999.999, 30000.0]",459
"NIACIN_amount_value_(30000.0, 45000.0]",459
"NIACIN_amount_value_(45000.0, 180000.0]",459
"NIACIN_quantity_value_(0.999, 30.0]",460
"NIACIN_quantity_value_(30.0, 60.0]",460
"NIACIN_quantity_value_(60.0, 90.0]",460
"NIACIN_quantity_value_(90.0, 450.0]",460
"NIFEDIPINE_quantity_value_(0.999, 30.0]",461
"NIFEDIPINE_quantity_value_(30.0, 90.0]",461
"NIFEDIPINE_quantity_value_(90.0, 270.0]",461
"NITROFURANTOIN MACROCRYSTAL_quantity_value_(0.999, 14.0]",462
"NITROFURANTOIN MACROCRYSTAL_quantity_value_(14.0, 20.6]",462
"NITROFURANTOIN MACROCRYSTAL_quantity_value_(20.6, 30.0]",462
"NITROFURANTOIN MACROCRYSTAL_quantity_value_(30.0, 120.0]",462
"NITROFURANTOIN MONOHYD/M-CRYST_quantity_value_(0.999, 12.4]",463
"NITROFURANTOIN MONOHYD/M-CRYST_quantity_value_(12.4, 14.0]",463
"NITROFURANTOIN MONOHYD/M-CRYST_quantity_value_(14.0, 90.0]",463
"NITROFURANTOIN/NITROFURAN MAC_quantity_value_(1.999, 14.0]",464
"NITROFURANTOIN/NITROFURAN MAC_quantity_value_(14.0, 20.0]",464
"NITROFURANTOIN/NITROFURAN MAC_quantity_value_(20.0, 90.0]",464
"NITROGLYCERIN_amount_value_(-0.001, 0.6]",465
"NITROGLYCERIN_amount_value_(0.6, 1.2]",465
"NITROGLYCERIN_amount_value_(1.2, 200.0]",465
"NITROGLYCERIN_amount_value_(200.0, 3584.0]",465
"NITROGLYCERIN_amount_value_(3584.0, 9000000.0]",465
"NITROGLYCERIN_quantity_value_(2.999, 25.0]",466
"NITROGLYCERIN_quantity_value_(25.0, 50.0]",466
"NITROGLYCERIN_quantity_value_(50.0, 300.0]",466
"NORELGESTROMIN/ETHIN.ESTRADIOL_quantity_value_(2.999, 9.0]",467
"NORELGESTROMIN/ETHIN.ESTRADIOL_quantity_value_(9.0, 12.0]",467
"NORETH A-ET ESTRA/FE FUMARATE_quantity_value_(-0.001, 28.0]",468
"NORETH A-ET ESTRA/FE FUMARATE_quantity_value_(28.0, 84.0]",468
"NORETH A-ET ESTRA/FE FUMARATE_quantity_value_(84.0, 336.0]",468
"NORETH AC_amount_value_(-0.001, 3.36]",469
"NORETH AC_amount_value_(3.36, 14.0]",469
"NORETH AC_amount_value_(14.0, 269.0]",469
"NORETH AC_amount_value_(269.0, 1611.372]",469
"NORETH AC_amount_value_(1611.372, 4338500.0]",469
"NORETH A_amount_value_(-0.001, 28.0]",470
"NORETH A_amount_value_(28.0, 84.0]",470
"NORETH A_amount_value_(84.0, 336.0]",470
"NORETH-ETHINYL ESTRADIOL/IRON_quantity_value_(27.999, 56.0]",471
"NORETH-ETHINYL ESTRADIOL/IRON_quantity_value_(56.0, 112.0]",471
"NORETHIND AC/ETHINYL ESTRADIOL_quantity_value_(14.999, 28.0]",472
"NORETHIND AC/ETHINYL ESTRADIOL_quantity_value_(28.0, 30.0]",472
"NORETHIND AC/ETHINYL ESTRADIOL_quantity_value_(30.0, 84.0]",472
"NORETHIND AC/ETHINYL ESTRADIOL_quantity_value_(84.0, 168.0]",472
"NORETHIND AC_amount_value_(13.999, 15.0]",473
"NORETHIND AC_amount_value_(15.0, 28.0]",473
"NORETHIND AC_amount_value_(28.0, 30.0]",473
"NORETHIND AC_amount_value_(30.0, 84.0]",473
"NORETHIND AC_amount_value_(84.0, 90.0]",473
"NORETHINDRONE A-E ESTRADIOL_quantity_value_(-0.001, 21.0]",474
"NORETHINDRONE A-E ESTRADIOL_quantity_value_(21.0, 63.0]",474
"NORETHINDRONE A-E ESTRADIOL_quantity_value_(63.0, 168.0]",474
"NORETHINDRONE ACETATE_quantity_value_(4.999, 20.0]",475
"NORETHINDRONE ACETATE_quantity_value_(20.0, 30.0]",475
"NORETHINDRONE ACETATE_quantity_value_(30.0, 60.0]",475
"NORETHINDRONE ACETATE_quantity_value_(60.0, 270.0]",475
"NORETHINDRONE A_amount_value_(-0.001, 21.0]",476
"NORETHINDRONE A_amount_value_(21.0, 31.5]",476
"NORETHINDRONE A_amount_value_(31.5, 84.0]",476
"NORETHINDRONE A_amount_value_(84.0, 168.0]",476
"NORETHINDRONE-ETHINYL ESTRAD_quantity_value_(2.999, 28.0]",477
